county,state,lat,lon,total_population,population_density_per_sqmi,percent_fair_or_poor_health,percent_smokers,percent_adults_with_obesity,percent_physically_inactive,percent_excessive_drinking,teen_birth_rate,percent_uninsured,high_school_graduation_rate,percent_some_college,labor_force,percent_children_in_poverty,social_association_rate,violent_crime_rate,percent_severe_housing_problems,overcrowding,inadequate_facilities,life_expectancy,percent_frequent_physical_distress,percent_frequent_mental_distress,percent_adults_with_diabetes,percent_food_insecure,percent_insufficient_sleep,average_grade_performance,median_household_income,percent_enrolled_in_free_or_reduced_lunch,average_traffic_volume_per_meter_of_major_roadways,percent_homeowners,percent_severe_housing_cost_burden,percent_less_than_18_years_of_age,percent_65_and_over,percent_not_proficient_in_english,percent_female,percent_rural,per_capita_income,percentile_rank_below_poverty,percentile_rank_unemployed,percentile_rank_per_capita_income,percentile_rank_no_highschool_diploma,percentile_rank_socioeconomic_theme,percentile_rank_age_65_and_older,percentile_rank_age_17_and_younger,percentile_rank_disabled,percentile_rank_single_parent_households,percentile_rank_household_comp_disability_theme,percentile_rank_minorities,percentile_rank_limited_english_abilities,percentile_rank_minority_status_and_language_theme,percentile_rank_multi_unit_housing,percentile_rank_mobile_homes,percentile_rank_overcrowding,percentile_rank_no_vehicle,percentile_rank_institutionalized_in_group_quarters,percentile_rank_housing_and_transportation,percentile_rank_social_vulnerability,mean_winter_temp,mean_summer_temp
Johnson,Missouri,38.74406666,-93.80642193,54229,65.39264773,17.77177216,20.00215289,33.6,27.9,22.99221174,16.11670277,10.04746474,92.36641221,71.87763551,22777,13.9,9.648032358,191.3271144,14.49711563,2.307499373,0.752445448,78.42451295,12.93581659,13.41328761,10.6,14.7,30.29248822,3.047172716,52151,40.49309929,35.16053148,59.70209138,12.3133754,21.31514203,12.6556326,0.25277153,48.59837471,50.44395855,22589,0.5855,0.5699,0.6307,0.1999,0.5094,0.078,0.3945,0.2025,0.3642,0.0468,0.4514,0.248,0.3171,0.6587,0.4709,0.6278,0.5193,0.9074,0.8379,0.3945,34.96,77.51704918
Kansas City,Missouri,39.13,-94.55,1113072,525.2842485,16.40207696,18.71434806,32.58180441,23.3395314,20.8423155,27.91428617,10.89965272,91.35146205,69.46990455,610247,15.10645196,10.74250908,514.7545649,14.18302458,1.506329851,0.652998439,78.17325402,12.30648488,12.96491737,10.9392582,14.17038422,35.49610274,3.141923603,62293.67554,49.7599216,321.8109463,62.92853712,11.97703801,23.74322249,14.90941989,1.511566704,51.36177974,8.710926489,29129.56243,0.402672999,0.401877711,0.215099803,0.231097523,0.284671424,0.166922191,0.744177933,0.26031786,0.751349359,0.429060082,0.675575415,0.669270577,0.705512219,0.879287798,0.055045331,0.358058685,0.613377314,0.329811881,0.384674979,0.392898984,35.61,80.59934426
Knox,Missouri,40.12824568,-92.14807066,3997,7.930420894,20.38031837,19.38140611,35.1,40.9,16.79482806,17.50547046,17.47444774,90.24390244,50.73825503,1922,27.5,12.57229067,0,13.59516616,0.906344411,3.021148036,77.364382,14.10872314,14.42165141,17.7,13.8,31.66940958,2.878635507,39309,58.77712032,29.08307265,79.97390737,9.320252278,23.23283507,22.06739296,0,49.98733215,100,21471,0.7558,0.3964,0.7195,0.5546,0.6431,0.7943,0.7536,0.8141,0.419,0.9417,0.0573,0,0.0137,0.1496,0.5259,0.1544,0.5339,0.5119,0.2015,0.4413,29.93,75.81769231
Laclede,Missouri,37.65833332,-92.59034514,35505,46.42849961,20.49894647,21.87336575,31.3,30.2,16.75185313,50.32446034,13.73014488,93.05555556,49.67772738,16785,22.2,11.28572638,290.8043705,16.66666667,3.529839884,0.247452693,74.59729729,14.38589972,14.74754372,15.2,14.7,32.90837989,3.020250906,44562,60.67052417,64.1274122,68.57060436,10.36796863,24.71648979,17.84504242,0.09040229,50.8526307,60.51277726,19552,0.7147,0.7036,0.8513,0.745,0.808,0.4352,0.7402,0.7873,0.8255,0.944,0.212,0.0637,0.0923,0.4212,0.7192,0.8373,0.5985,0.1713,0.6151,0.7294,37.02,76.55409836
Lafayette,Missouri,39.06556185,-93.78551004,32789,52.1756256,17.33860966,18.66729143,32.2,30.1,17.61837566,29.82305936,10.36590024,95.02369668,53.32047396,16991,14.6,15.62452131,111.8429228,12.18045113,1.721804511,0.864661654,76.81267164,12.58769622,13.33669071,10.7,12.2,33.4034032,3.000142274,53389,46.60230929,37.04097914,72.52102786,10.9018356,22.91858396,18.86618811,0.276045726,50.39879747,56.94856355,25008,0.2795,0.3422,0.4473,0.3827,0.3317,0.5524,0.6224,0.4527,0.8188,0.8106,0.2843,0.446,0.3391,0.5699,0.482,0.4362,0.5985,0.5419,0.5495,0.4616,34.96,77.51704918
Lawrence,Missouri,37.1063876,-93.83296652,38204,62.45171132,20.39106933,21.12511451,32.9,27.9,17.16859308,39.85958555,13.64193153,90.76433121,48.77487634,18100,23.5,14.57043243,447.7248995,12.83018868,2.95025729,0.823327616,74.87022102,14.29928643,14.42382866,11.9,12.8,33.4012708,2.973112395,45074,60.42024014,55.42187293,71.89811011,9.676483389,25.2013869,18.29557601,1.920700887,50.36627649,58.68664907,19973,0.6558,0.5256,0.8255,0.6479,0.7112,0.5018,0.8574,0.5718,0.319,0.6794,0.3633,0.7033,0.5368,0.2537,0.5304,0.7794,0.6154,0.389,0.5177,0.6781,36.68,76.51311475
Lewis,Missouri,40.09688806,-91.72211444,10146,20.08942879,18.89992946,19.61946881,33.4,23.1,18.56251565,19.49756281,11.90161333,95.57522124,51.04068117,5099,21.5,12.03973111,147.4491301,9.986859396,2.076215506,1.314060447,74.58885022,13.30003384,13.86452763,17.7,13.1,33.24929326,3.274517025,48179,48.22793607,21.13516442,73.20764737,6.937062937,22.04972095,18.48807712,0.179268164,49.7716895,100,20646,0.3805,0.2254,0.7784,0.4616,0.46,0.5524,0.518,0.2343,0.2725,0.2003,0.2662,0.4957,0.3578,0.3155,0.73,0.5339,0.4537,0.8988,0.7208,0.4352,30.5,75.58983607
Lincoln,Missouri,39.05804084,-90.96007308,54286,86.64171752,17.92665647,20.6029638,36.7,27.3,20.97194337,25.58948589,10.4975001,94.94219653,55.72015878,27367,15.3,6.585621985,284.6994636,14.06462123,2.05267445,0.543035569,76.55744973,12.73870682,13.39877846,18.8,11.8,32.70018255,2.909052539,62238,38.94701692,43.28302162,78.27943217,12.61628227,25.40997816,13.41746698,0.198845538,50,74.82973785,22833,0.3805,0.6714,0.6125,0.5002,0.5616,0.1038,0.8933,0.6008,0.6062,0.652,0.2343,0.29,0.2245,0.2598,0.6979,0.5479,0.1624,0.2802,0.2267,0.3846,35.01,79.05672131
Linn,Missouri,39.87021152,-93.10720549,12319,20.0125485,20.54557815,20.44679123,33.3,28.7,17.35749104,33.23485968,12.42054809,96.6442953,52.48640249,5133,25.7,13.12120715,322.5411342,9.017223911,1.175278622,0.688956434,74.25158392,14.06304618,14.00452428,16.7,14.5,31.032761,3.278189131,44992,45.2779033,16.99618068,72.25730071,6.644924582,23.54407244,21.12652654,0.148264434,51.25031154,66.45247238,20860,0.6705,0.1191,0.7622,0.4327,0.5088,0.7593,0.681,0.5107,0.7421,0.9169,0.1394,0.3499,0.2057,0.2009,0.4279,0.2076,0.7049,0.3413,0.2044,0.4209,31.79,75.6947541
Livingston,Missouri,39.78212556,-93.54826091,15057,28.28555089,18.48785883,19.75383712,42.3,27.6,16.99265303,34.09490334,12.18844411,95.30201342,50.14992504,7500,20.7,12.52224346,218.0549499,10.02615519,1.39494333,1.569311247,78.06635891,13.70073657,14.21112839,13.9,14.1,31.73929009,3.112189304,48749,51.2987013,77.26746897,68.14008841,8.029067707,20.91641358,19.24600555,0.070601525,56.49676482,36.6041461,22804,0.6364,0.1754,0.6148,0.5645,0.5107,0.7211,0.3543,0.4419,0.5212,0.5123,0.2426,0,0.0755,0.4941,0.3496,0.3047,0.5985,0.9153,0.5673,0.3976,31.24,78.06
Macon,Missouri,39.83079051,-92.56462129,15399,19.21974597,19.64318117,19.63345027,34.5,29.3,16.03467816,31.66829905,12.07205669,93.70629371,51.95214106,7661,21.8,13.11389417,233.6979454,8.941755537,1.558654635,1.148482363,77.57458105,13.50091035,13.85459687,8.6,13.8,31.77614241,3.229738139,45440,50.18132366,80.52175777,74.22312787,7.452218131,22.89975582,22.7479707,0.30002791,50.47185376,67.7887704,19941,0.6944,0.7163,0.8278,0.489,0.7297,0.8239,0.6902,0.7749,0.3722,0.9054,0.205,0.1783,0.1458,0.4877,0.6046,0.4018,0.6297,0.4753,0.5339,0.6504,29.93,75.73704918
Madison,Missouri,37.47808946,-90.34502115,12403,25.08750914,21.64649871,21.76786794,35.4,28.7,16.75287872,41.33226324,12.6544786,90.25974026,58.21660403,5464,24.5,12.25189904,340.8726339,11.73959445,1.344717183,1.152614728,74.13513634,15.09925446,15.13947525,18.7,14.6,32.94189829,3.127322023,40191,66.23251327,14.80623137,72.67093163,9.319371728,23.13751231,19.11716442,0.104103409,51.09123728,65.50793391,19009,0.5466,0.3964,0.8806,0.8058,0.7039,0.659,0.5992,0.9564,0.1359,0.7533,0.1541,0,0.0388,0.2601,0.6004,0.2582,0.6807,0.3407,0.3021,0.4651,34.33,76.15245902
Maries,Missouri,38.16163681,-91.92486127,8987,17.05381759,18.88869386,19.8907019,35.7,35.5,16.96927123,21.51101784,15.10386613,89.8989899,53.7037037,3874,19.7,15.78888012,142.0609769,14.28571429,1.785714286,3.021978022,77.18587653,13.80454559,14.18792035,16.1,14.1,32.86964745,2.719466228,46371,57.57250269,23.67908126,73.08641975,12.00353045,20.29877979,21.47337211,0.448166057,49.81183715,100,20922,0.6991,0.7851,0.7584,0.7176,0.7915,0.7109,0.3429,0.886,0.4094,0.7526,0.0818,0.3056,0.149,0.1223,0.6845,0.4667,0.3298,0.1426,0.1579,0.4922,35.54,76.35704918
Marion,Missouri,39.80594961,-91.62243792,28858,66.0481551,19.6545516,20.39553503,36,28.2,16.75127702,27.14307622,10.03046223,91.33858268,60.53765038,14450,19,18.85869945,274.5995423,10.05759858,0.744350908,0.177226407,77.07602278,14.28513451,14.35009458,16.1,15.1,33.03103394,3.090639453,49393,52.81779661,160.2367314,64.33913044,10.180131,23.25475658,18.07498601,0.05213376,51.30106323,24.7663389,22303,0.6049,0.3792,0.653,0.5068,0.5552,0.4782,0.659,0.4527,0.816,0.7861,0.3505,0.0681,0.1649,0.6374,0.2572,0.0977,0.788,0.8252,0.5371,0.5142,34.03,76.94966667
McDonald,Missouri,36.62869455,-94.34834584,22720,42.11463407,23.19387264,23.04237367,30,20.1,16.72166457,52.00512727,20.26250593,91.90140845,33.41108918,10507,26.2,7.446994919,584.6523208,17.84207354,7.353827607,1.98915009,74.82076902,15.54816303,15.42582869,8.5,12.8,36.34911028,2.670199588,40204,69.51645065,27.91650906,69.58076449,8.374318756,25.7864633,15.28295346,4.509757818,49.53202184,99.99133562,18761,0.7816,0.3792,0.8914,0.8647,0.7816,0.1885,0.8991,0.6673,0.7826,0.8535,0.5896,0.8943,0.7892,0.3636,0.9004,0.9701,0.5339,0.1121,0.6909,0.8621,37.49,78.28032787
Mercer,Missouri,40.42234381,-93.56855255,3702,8.157149699,19.81889207,20.13636756,24.1,26.3,16.35731655,27.05749718,15.51063088,95.23809524,52.69886364,1910,19.6,13.59434475,40.7996736,10.87719298,3.438596491,2.807017544,76.39031953,13.95376958,14.37176075,7.5,13.5,32.55855297,3.096100459,46014,52.61261261,31.09883379,76.6214178,6.810897436,23.81213952,22.05438067,0.233849752,49.16231804,100,20701,0.4285,0.2057,0.7743,0.3919,0.4441,0.7943,0.8163,0.4527,0.0796,0.6036,0.0649,0.27,0.1216,0.5062,0.4734,0.8013,0.6587,0.4756,0.7106,0.4486,31.09,75.89377049
Miller,Missouri,38.21451229,-92.42839049,25011,42.2059295,20.96975921,20.27778379,38.9,26,17.46579768,39.86267404,13.21575021,93.8172043,55.3277252,12112,24.8,9.116854289,349.5191643,12.75239107,1.647183847,1.753453773,77.49877581,14.05703868,14.17547291,8.5,13.6,31.85797044,3.204043855,47225,51.45497444,49.33437908,73.88820889,7.969397514,23.35806757,19.2532365,0.004268032,50.09077992,79.78018426,22397,0.7205,0.4957,0.6472,0.6125,0.659,0.5524,0.6498,0.6606,0.6377,0.8367,0.1407,0.0602,0.0595,0.7676,0.6558,0.4269,0.0872,0.2929,0.3432,0.4881,35.81,76.79737705
Mississippi,Missouri,36.82809553,-89.29115233,14112,34.28713367,30.64218857,27.05096801,38.2,36.6,15.51313768,59.93563958,13.42324984,96.69421488,36.53689083,5937,35.3,9.568673635,463.8317459,18.24390244,5.170731707,0.156097561,72.28465618,18.03902246,16.75264191,20,21.7,37.52455277,2.740073991,34735,84.55560952,65.28138085,59.48412698,10.58410189,21.02579484,17.78644271,0.038086533,45.86832634,32.69954033,17049,0.9659,0.8918,0.9542,0.9621,0.9752,0.4174,0.4916,0.851,0.9481,0.9223,0.6769,0.1152,0.376,0.2111,0.3566,0.9357,0.9134,0.9557,0.8994,0.9401,36.06363636,79.21442623
Moniteau,Missouri,38.63276424,-92.58309882,15840,38.16634626,16.80194283,18.57453463,42.2,29.5,19.6611124,29.21157119,15.4752234,91.66666667,45.63013037,7223,15.3,14.94116915,194.9317739,7.559198543,2.167577414,1.092896175,78.34917579,12.31272845,12.58640325,11.4,11.5,32.12289469,3.054376392,57047,48.94671623,50.64997908,76.5993266,5.783689994,24.39674958,15.77445568,1.028709743,46.85813535,52.70071122,21068,0.2824,0.2057,0.7479,0.6714,0.4807,0.2639,0.8494,0.3521,0.1805,0.2305,0.3699,0.6858,0.5307,0.4349,0.3922,0.6008,0.5801,0.9115,0.7128,0.504,37.72,81.65836066
Monroe,Missouri,39.49546203,-92.00073613,8642,13.34356391,18.18915742,18.06393259,30.8,31.2,16.87284104,29.47845805,12.6921321,93.5483871,47.56725816,3960,22.5,12.77287506,87.05114255,10.07092199,1.24822695,3.120567376,78.67967557,13.05388104,13.31695786,13.8,13.1,33.014291,3.046175624,46216,52.13903743,45.65930912,74.36674009,5.139247775,21.8721145,23.34949215,0.269773145,49.35364728,100,21069,0.5014,0.3422,0.7475,0.3244,0.4849,0.7991,0.4776,0.6253,0.1557,0.5317,0.2292,0.3072,0.2295,0.3254,0.6781,0.2474,0.5985,0.4355,0.3687,0.3744,32,74.47901639
Montgomery,Missouri,38.9414782,-91.47023727,11820,22.09152686,20.13267547,20.73084151,27.4,28.4,16.46066443,40.34451496,12.99932295,88.7755102,50.79239303,5693,21.5,13.1141808,238.3485848,15.38461539,1.333333333,0.38974359,75.31826934,14.38138057,14.64884702,13.2,13.2,32.87570592,2.950816801,48951,54.97185741,84.96137591,70.78307095,10.45907319,21.93514826,21.17218658,0.120281273,49.84393966,78.51422033,21301,0.617,0.5813,0.7307,0.6635,0.6931,0.7469,0.5632,0.68,0.6622,0.9016,0.1713,0.1678,0.1232,0.1815,0.5667,0.3095,0.3626,0.6858,0.2875,0.5355,32,74.47901639
Morgan,Missouri,38.42372792,-92.88599633,20182,33.77007016,21.81167339,21.78167502,35.1,24.7,15.06735315,31.9092827,19.26702961,100,38.19391149,7945,26,12.4100273,225.9410071,16.10653139,1.318960051,1.521876982,74.89776092,15.30915573,15.44638027,2.9,16.2,32.67495666,2.974365288,45276,78.47619048,31.84897803,77.64023211,15.74644867,22.87552805,23.44041654,0.321628177,49.9066706,100,19555,0.8828,0.8109,0.851,0.8762,0.9115,0.9013,0.4257,0.7943,0.1933,0.731,0.1726,0.4448,0.2732,0.4298,0.7695,0.2732,0.8322,0.4422,0.6148,0.7727,35.95,77.64918033
New Madrid,Missouri,36.59459382,-89.65175141,18229,27.01231985,26.27239265,25.22816015,35.8,38.6,15.55955217,51.84791279,13.47984824,93.75,47.50367107,8046,26.6,13.08156069,173.3893046,13.41546886,1.437371663,0.479123888,72.51204559,17.01363177,16.15228459,14.8,19.7,36.1209027,2.822456181,38093,73.43318881,28.01236607,61.76148797,12.50555638,23.17298797,19.15471785,0.275647172,51.97155412,56.86326229,19011,0.894,0.9182,0.8803,0.9233,0.9519,0.5237,0.625,0.9303,0.9643,0.9869,0.5683,0.1837,0.3508,0.0805,0.5259,0.3493,0.9064,0.49,0.4066,0.8542,36.25363636,78.05914938
Newton,Missouri,36.90551235,-94.33926326,58741,94.022714,19.42340087,20.1383502,29,27.8,18.15316451,36.01422411,15.8904284,86.97183099,55.69376573,27232,22.5,11.66580889,254.841998,11.80476731,1.725312145,1.293984109,76.24328299,13.23059001,13.80799167,10.4,12,34.39804549,2.961625158,49220,56.94658167,85.64331682,70.79216813,9.852587953,23.67761645,18.11176329,1.079525669,50.12357121,64.43714079,23874,0.4155,0.3677,0.5314,0.5861,0.4788,0.5119,0.7319,0.4308,0.3324,0.4807,0.4444,0.5883,0.5186,0.4215,0.6208,0.4521,0.3626,0.426,0.3664,0.4543,36.68,76.51311475
Nodaway,Missouri,40.36076008,-94.88344153,23026,26.25650174,19.20956955,20.10424766,35.1,25.2,19.3522456,5.412320409,11.13077555,96.02649007,62.26333907,10650,13.8,9.34496262,158.9548176,15.18015357,1.169521559,0.886001181,79.57888749,14.33989344,14.73835019,8.7,16.5,32.747466,2.841200148,46698,41.32492114,13.11097757,57.61933535,13.19154323,15.85814204,15.26183644,0.237330727,49.58751793,43.43175011,19378,0.9109,0.3018,0.8618,0.1178,0.568,0.2022,0.0388,0.3025,0.3553,0.0318,0.2607,0.1605,0.1675,0.7077,0.2763,0.2245,0.4734,0.9691,0.5613,0.277,28.64,76.29803279
Oregon,Missouri,36.6866722,-91.40338062,10922,13.82890134,22.4579566,21.63162119,30.6,34.6,15.34747607,48.78048781,14.68119755,95.65217391,48.42156387,3936,37.7,4.735745406,163.8598088,15.43778802,1.382488479,2.188940092,74.542206,15.34985164,15.67810056,9,15.8,33.66109995,3.013747473,32720,65.80746975,34.80018304,75.89969817,13.74358974,22.55952946,23.31847073,0,50.85855232,80.53487731,18080,0.9252,0.3158,0.9245,0.6714,0.7599,0.886,0.4823,0.9726,0.355,0.9185,0.1853,0,0.0522,0.0535,0.7389,0.2977,0.5495,0.2671,0.2146,0.5215,37.23,77.16885246
Osage,Missouri,38.4603657,-91.86184216,13704,22.592497,15.47190504,17.44780122,29.2,32.8,20.14488168,10.7266436,9.874310516,94.73684211,61.08422072,6996,10.1,8.051529791,55.94718586,4.658077304,0.872150644,0.792864222,79.15096704,11.63640947,12.2939204,20.4,9.6,30.94493111,3.343400046,58855,39.0304537,51.98061637,83.29747702,3.67825384,23.12235672,17.42744641,0.10119094,48.47600992,100,24097,0.0353,0.0755,0.5138,0.2773,0.1799,0.4273,0.632,0.5288,0.1057,0.2582,0.014,0.0669,0.0181,0.248,0.3403,0.1203,0.4187,0.5193,0.1286,0.0665,35.45,78.8642623
Ozark,Missouri,36.64932237,-92.44468911,9450,12.68505428,23.68319229,22.37937388,24.1,29.9,14.40483701,35.62801932,16.66666667,96.49122807,54.93300853,3461,33.2,9.797517962,143.152537,15.59202814,4.806565065,2.461899179,76.26565989,16.30192005,16.37410678,9.5,17.1,32.29501937,3.061562354,34367,72.38550923,7.016649146,77.00289575,9.468258275,18.775646,28.83442387,0,49.83919264,100,16706,0.9376,0.8173,0.9602,0.6635,0.9035,0.9538,0.1344,0.8972,0.5629,0.8586,0.1032,0.1379,0.0739,0.0261,0.8087,0.9166,0.7182,0.3209,0.6412,0.7501,38.13,78.44
Pemiscot,Missouri,36.21138598,-89.78540408,17599,35.73253765,28.19336305,25.01550294,36.3,41.5,14.39537628,60.50579059,11.73513986,95.96774194,44.51563301,6349,44.5,13.66932129,887.4114757,15.48991355,2.795389049,2.305475504,71.47455574,17.71063105,16.95958771,19.6,23.2,36.60651907,3.289346909,31831,87.54752852,24.57852924,53.76186998,13.28149794,25.7067355,17.09070797,0.183998477,52.75319567,49.26759948,17681,0.9573,0.9058,0.9366,0.943,0.9717,0.3225,0.9026,0.9831,0.9608,0.9962,0.7058,0.2859,0.4954,0.3945,0.4228,0.7568,0.9554,0.2171,0.6145,0.9405,38.86,80.57934426
Perry,Missouri,37.70717523,-89.82442577,19152,40.37479563,17.6311203,19.17880296,37.4,27,18.40056903,28.20325796,8.568522756,87.33031674,56.47899911,10173,14.9,13.52405722,318.3965342,9.005376344,1.129032258,0.793010753,78.06924329,12.62861288,13.10439203,8.6,10,32.4434078,2.987706167,53871,53.58202628,53.37424599,74.55621302,8.128544423,23.34203655,18.1305483,0.1,50.04177546,55.62173844,24658,0.0608,0.1754,0.468,0.482,0.2544,0.4273,0.7599,0.5288,0.4241,0.6014,0.1044,0.1643,0.0876,0.4253,0.3629,0.2346,0.2496,0.4352,0.149,0.1592,34.52,77.08983607
Pettis,Missouri,38.72829884,-93.28510461,42193,61.84636551,22.28100504,21.55263947,37,28.1,16.96057656,39.64484824,14.28038027,95.67010309,52.67079543,20716,23.3,10.57380516,361.2246107,14.2767885,2.780381131,1.499531396,76.60027462,14.56625207,14.37642303,15.3,13.6,32.76491699,3.115930499,45254,63.19344639,142.8137036,66.94931223,9.717624148,24.60157021,16.74345353,2.392102266,50.36199521,37.77872562,20643,0.5791,0.4502,0.7791,0.6995,0.6679,0.2939,0.8182,0.6991,0.7443,0.8625,0.4718,0.816,0.6686,0.6412,0.2572,0.7332,0.7587,0.5228,0.709,0.795,35.95,77.64918033
Phelps,Missouri,37.87717365,-91.79234371,44833,66.7378018,20.44311536,20.28756324,35.1,28.2,18.6881862,25.57844382,13.87869755,89.375,66.21527432,19662,21.8,12.73913821,340.1969561,14.75653207,1.929928741,1.187648456,76.02958696,14.06745202,14.29940623,11.5,15.6,33.48371743,3.191939428,43079,53.27504446,176.8800083,60.3715698,13.81967016,20.84413842,16.43566127,0.715436369,47.79129035,46.22420055,22400,0.774,0.4094,0.6463,0.5129,0.6116,0.2585,0.3231,0.5934,0.3375,0.1681,0.3865,0.4616,0.411,0.6928,0.4578,0.5167,0.6425,0.8711,0.836,0.5661,33.42,74.18032787
Pike,Missouri,39.34383726,-91.17137864,18475,27.55659044,20.45145448,21.18311082,37.2,29.6,18.09015824,29.7029703,11.87107513,93.67088608,43.35797255,7674,20.5,13.46474929,116.1189274,9.992486852,1.412471826,1.728024042,76.3492709,13.67138914,13.72794538,15.6,13.6,33.27154186,2.971263737,43591,47.78590682,35.00106675,70.73684211,7.204472844,22.00605275,17.35840899,0.476956672,44.525508,54.37999568,19900,0.469,0.3298,0.83,0.7892,0.6383,0.4091,0.398,0.5419,0.7154,0.5384,0.4066,0.3563,0.3585,0.4444,0.489,0.3168,0.5495,0.9577,0.6208,0.5848,33.24,75.81344262
Platte,Missouri,39.38047145,-94.7736606,94970,226.0136664,14.1014066,17.98841385,30,23.5,19.99780552,13.85455054,6.642865369,93.05331179,80.1725755,57812,7.4,9.685038592,134.1821447,11.71087533,1.286472149,1.021220159,80.23479158,11.02728727,11.38258946,11.5,10.8,33.04333998,3.380060645,82567,24.73267441,292.1046514,65.83534043,9.658281917,23.79084333,14.53512648,0.86085071,50.71126863,15.80797564,36160,0.0401,0.2057,0.0455,0.0204,0.0188,0.135,0.7007,0.1047,0.5906,0.1786,0.5352,0.5804,0.5661,0.9214,0.0258,0.2741,0.2939,0.1258,0.127,0.0885,35.34,78.46983607
Polk,Missouri,37.61650641,-93.4005397,31113,48.95628259,20.16833107,20.7425614,38.2,26.4,17.35203501,23.55531095,13.49601392,92.04244032,57.945708,14329,23.8,8.806693087,392.5417076,15.21281079,2.570585756,1.348504003,76.81446288,14.13433916,14.28373028,12.9,13.4,32.52030021,3.004595017,45336,60.58789402,51.0433405,69.17885264,10.58201058,22.80363964,18.03670694,0.239403851,50.85866899,68.86983332,20553,0.6227,0.7561,0.7854,0.5374,0.7227,0.4782,0.6613,0.6606,0.4518,0.6813,0.2117,0.276,0.2053,0.4565,0.5091,0.6886,0.234,0.8013,0.5848,0.6081,36.46,77.53868852
Pulaski,Missouri,37.82458768,-92.20764508,53302,97.42627832,19.19121019,20.24168858,32.4,21.9,21.40421031,24.28359491,11.42171246,92.8,74.82804233,14629,16.6,9.220307728,268.2333723,15.45751634,2.450980392,1.307189543,76.38864413,13.30048,13.21134724,7.7,14.9,34.68877006,3.168718364,52532,51.13815641,50.29356352,48.68228404,12.42717067,21.86142193,8.986042219,0.785185487,43.50174953,44.03144967,20464,0.4285,0.8918,0.7911,0.3085,0.6396,0.0057,0.5384,0.6743,0.6511,0.376,0.7007,0.4979,0.6164,0.6253,0.4734,0.6648,0.4877,0.9799,0.8571,0.7109,36.06,76.72032787
Putnam,Missouri,40.47892038,-93.01617415,4877,9.427499453,21.66793805,21.60429318,28.9,30.7,16.21923434,30.95975232,14.03216861,96.22641509,55.73394495,2440,22.5,8.314279776,0,9.433962264,1.650943396,0.943396226,75.40012946,14.82744956,14.84809885,13.9,13.8,32.70319615,2.953195299,40866,49.0647482,26.18647532,73.932335,10.65668203,22.17784318,24.53226824,0.687513861,49.56905613,100,20636,0.6883,0.0599,0.781,0.4091,0.4925,0.8892,0.3929,0.9163,0.8434,0.9866,0.0465,0.5167,0.2426,0.2483,0.4323,0.4155,0.7972,0.3426,0.347,0.5463,28.95,74.31054545
Ralls,Missouri,39.52768404,-91.52203661,10225,21.76546404,17.05965188,18.50585956,30.3,23.4,17.85245371,21.69312169,10.64780343,94.28571429,48.70609982,5618,13.3,8.802816901,152.4990161,11.22320303,1.891551072,0.857503153,80.54206611,12.57497371,13.12870588,9.1,11.5,31.4068372,3.082032074,57549,43.40588989,44.2112986,83.51648352,9.535005225,21.08303956,21.75871524,0.22638403,49.77477478,96.10504574,24099,0.3002,0.4616,0.5135,0.454,0.4228,0.6909,0.3782,0.483,0.4893,0.5164,0.0977,0.2324,0.1191,0.3266,0.6208,0.4766,0.1261,0.1133,0.1363,0.2219,34.03,76.94966667
Randolph,Missouri,39.44014028,-92.49708928,25081,51.95855782,20.11430221,21.59321942,40.4,32.8,19.06997494,36.60992129,11.61848149,92.21789883,55.78127387,10257,26.1,12.02645821,106.3274887,12.27863046,1.109799292,1.121605667,75.69481603,13.93964464,13.83850027,15.3,14.2,32.69624201,3.100370995,44975,55.9429042,24.093054,73.65520546,11.49341142,21.72192384,16.78714211,0.042591252,47.82942293,45.17588731,18615,0.6227,0.5947,0.8984,0.5444,0.7125,0.3225,0.4906,0.7068,0.46,0.4572,0.3859,0.206,0.2595,0.446,0.6068,0.2025,0.5985,0.9207,0.6301,0.5855,37.72,81.65836066
Ray,Missouri,39.35239891,-93.98992168,22921,40.29671752,17.63614838,19.50833818,35.1,33.3,18.86499919,33.44682556,11.2745098,94.73684211,49.01808283,11048,14.6,10.50098447,468.0324974,8.535178777,1.499423299,0.519031142,75.41638357,12.81110943,13.14278599,14.6,12.9,32.3867776,3.160277709,58693,36.37203573,12.76827349,77.42743313,9.408070706,22.47519993,18.54651925,0.12987013,50.05025565,75.2192049,24429,0.5234,0.66,0.4852,0.4467,0.5454,0.4575,0.6507,0.6103,0.5186,0.6695,0.2101,0.1767,0.1487,0.4078,0.2404,0.3528,0.6934,0.2719,0.2337,0.3585,32.16,77.34459016
Reynolds,Missouri,37.36235119,-90.96910552,6530,8.076912873,20.94809563,20.5913665,31.6,31.1,16.81841509,41.55374887,14.86886633,100,44.40484676,3039,33,15.93625498,200.617284,11.88679245,1.245283019,1.509433962,76.54608999,14.45988315,14.74519718,13.7,13.5,32.94356322,3.309848089,36592,69.94382023,10.30507424,79.26459439,6.687898089,19.52350496,23.16917173,0,48.49696194,100,20792,0.7348,0.7453,0.7666,0.921,0.8494,0.8819,0.3117,0.9787,0.1289,0.7202,0.1675,0,0.0423,0.0404,0.816,0.2547,0.5193,0.6912,0.3871,0.5785,34.33,76.15245902
